City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Cockburn Town,TC,21.4612,-71.1419,79.56,73,5,15.46,clear sky
349,Ormara,PK,25.2088,64.6357,81.73,88,3,8.97,clear sky
350,Cabo San Lucas,MX,22.8909,-109.9124,84.61,57,0,5.75,clear sky
351,Palmer,US,42.1584,-72.3287,76.64,45,75,8.05,broken clouds
352,Mezen,RU,65.8522,44.24,40.86,97,99,7.43,overcast clouds
353,Nanortalik,GL,60.1432,-45.2371,34.3,76,7,18.12,clear sky
354,Galesong,ID,-5.3166,119.3661,73.42,83,97,4.52,overcast clouds
355,Padang,ID,-0.9492,100.3543,77.32,71,100,4.5,overcast clouds
356,Husavik,IS,66.0449,-17.3389,42.49,90,97,7.72,overcast clouds
357,Keighley,GB,53.8679,-1.9066,58.71,71,40,10.36,scattered clouds
358,Zhanaozen,KZ,43.3,52.8,60.12,42,80,12.3,broken clouds
359,Azua,DO,18.4532,-70.7349,84.99,64,15,10.11,few clouds
360,Cheremushskiy,RU,61.2731,47.2636,39.31,97,87,3.27,light rain
361,Poso,ID,-1.3959,120.7524,78.48,80,100,3.0,overcast clouds
362,Nuevitas,CU,21.5453,-77.2644,83.53,62,18,15.1,few clouds
363,Linxia,CN,35.6003,103.2064,57.22,88,100,1.68,overcast clouds
364,Ulcinj,ME,41.9294,19.2244,73.62,59,59,7.0,broken clouds
365,Banting,MY,2.8167,101.5,75.34,93,95,1.45,overcast clouds
366,Yar-Sale,RU,66.8333,70.8333,35.62,78,77,10.85,broken clouds
367,Ziyang,CN,29.2497,117.8547,70.88,76,100,2.3,overcast clouds
368,Coos Bay,US,43.3665,-124.2179,79.32,88,0,13.8,clear sky
369,Wladyslawowo,PL,54.7909,18.4009,54.01,89,7,6.2,clear sky
370,Ambositra,MG,-20.5167,47.25,54.82,83,10,1.16,clear sky
371,Manali,IN,13.1667,80.2667,86.09,87,10,9.06,clear sky
372,Akdepe,TM,42.0551,59.3788,68.09,33,48,7.56,scattered clouds
373,Hirara,JP,24.8,125.2833,75.18,91,100,4.36,overcast clouds
374,Richards Bay,ZA,-28.783,32.0377,65.3,81,0,4.99,clear sky
375,Bafoulabe,ML,13.8065,-10.8321,95.65,31,100,7.99,overcast clouds
376,Portsmouth,GB,50.799,-1.0913,60.01,89,20,10.0,few clouds
377,Nikolskoye,RU,59.7035,30.7861,49.89,66,65,4.81,broken clouds
378,Beringovskiy,RU,63.05,179.3167,43.66,70,75,6.06,broken clouds
379,Abalak,RU,58.1286,68.5944,65.79,58,100,10.51,overcast clouds
380,Ugoofaaru,MV,5.6667,73.0,82.54,79,100,11.86,overcast clouds
381,Edd,ER,13.9297,41.6925,83.35,76,5,4.29,clear sky
382,Talnakh,RU,69.4865,88.3972,29.21,92,86,3.91,overcast clouds
383,Dunedin,NZ,-45.8742,170.5036,43.81,62,68,8.99,broken clouds
384,Kuusankoski,FI,60.907,26.6244,55.92,47,0,5.75,clear sky
385,Floro,NO,61.5996,5.0328,52.23,81,75,11.5,broken clouds
386,Evensk,RU,61.95,159.2333,39.31,88,100,1.74,overcast clouds
387,Arman,RU,59.7,150.1667,39.02,99,100,4.94,light rain
388,Zanjan,IR,36.6736,48.4787,51.89,71,38,7.09,scattered clouds
389,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,66,67,4.74,broken clouds
390,Canguaretama,BR,-6.38,-35.1289,75.47,90,100,7.99,light rain
391,Luanda,AO,-8.8368,13.2343,73.4,83,40,8.05,scattered clouds
392,Idritsa,RU,56.3316,28.8988,52.56,76,77,5.12,broken clouds
393,Lazaro Cardenas,MX,17.9583,-102.2,84.27,59,95,11.41,overcast clouds
394,San Quintin,MX,30.4833,-115.95,68.86,58,0,10.58,clear sky
395,Sinnai,IT,39.3042,9.2036,72.12,77,20,5.75,moderate rain
396,Kitimat,CA,54.0524,-128.6534,52.18,94,100,1.88,moderate rain
397,Kralendijk,BQ,12.15,-68.2667,84.18,74,40,24.16,scattered clouds
398,Dunda,TZ,-8.1167,34.25,64.99,77,52,2.57,broken clouds
399,Codrington,AU,-38.2667,141.9667,56.86,87,100,11.27,overcast clouds
400,Remanso,BR,-9.6179,-42.0831,81.48,56,62,12.15,broken clouds
401,Mikhaylovskoye,RU,51.8239,79.7172,64.15,59,5,7.23,clear sky
402,Verkhnevilyuysk,RU,63.4453,120.3167,34.14,82,19,4.29,few clouds
403,Sabang,ID,5.8933,95.3214,83.46,73,78,8.75,broken clouds
404,Longyan,CN,25.1072,117.0225,72.61,99,98,2.51,light rain
405,San Lazaro,BZ,18.0387,-88.6622,87.15,62,100,11.25,overcast clouds
406,Pachperwa,IN,27.5167,82.65,79.38,44,3,2.59,clear sky
407,Vardo,NO,70.3705,31.1107,40.98,81,0,11.5,clear sky
408,Caravelas,BR,-17.7125,-39.2481,70.93,87,0,7.99,clear sky
409,Myitkyina,MM,25.3833,97.4,73.99,99,88,0.56,overcast clouds
410,Kourou,GF,5.1552,-52.6478,86.05,72,36,8.19,scattered clouds
411,Bembereke,BJ,10.2283,2.6634,82.45,50,65,4.76,broken clouds
412,Palmerston,AU,-12.486,130.9833,75.18,94,0,3.44,clear sky
413,Pisz,PL,53.6274,21.8125,50.74,97,100,3.67,overcast clouds
414,Mogadishu,SO,2.0371,45.3438,79.65,85,100,13.89,overcast clouds
415,Iquique,CL,-20.2208,-70.1431,62.64,70,93,5.19,overcast clouds
416,Kindu,CD,-2.95,25.95,67.91,99,99,0.67,overcast clouds
417,Chumikan,RU,54.7183,135.315,42.73,97,85,5.55,overcast clouds
418,Nueva Loja,EC,0.0847,-76.8828,77.02,83,75,9.22,broken clouds
419,Sterling,US,39.0062,-77.4286,72.45,60,75,9.22,broken clouds
420,Udachnyy,RU,66.4167,112.4,35.46,80,100,13.09,overcast clouds
421,Victoria,HK,22.2855,114.1577,79.32,92,47,5.99,scattered clouds
422,San Cristobal,VE,7.7669,-72.225,78.98,67,100,5.3,overcast clouds
423,Ginir,ET,7.1333,40.7,59.54,82,62,5.82,broken clouds
424,Portland,US,45.5234,-122.6762,72.99,63,75,6.91,broken clouds
425,Owasso,US,36.2695,-95.8547,62.51,85,100,11.5,overcast clouds
426,Cefalu,IT,38.0386,14.0229,78.55,59,76,11.99,broken clouds
427,Kargil,IN,34.5667,76.1,50.99,42,27,2.24,scattered clouds
428,Yala,TH,6.3333,101.25,74.91,91,100,3.2,overcast clouds
429,Lunsar,SL,8.6833,-12.5333,73.02,95,100,5.26,light rain
430,Carnot,CF,4.9409,15.8665,72.19,82,7,1.14,clear sky
431,Bambous Virieux,MU,-20.3428,57.7575,71.22,88,40,5.75,scattered clouds
432,Caxito,AO,-8.5785,13.6643,68.25,96,53,0.49,broken clouds
433,Nome,US,64.5011,-165.4064,53.11,66,0,12.66,clear sky
434,Mindelo,CV,16.8901,-24.9804,74.75,60,20,17.27,few clouds
435,Honiara,SB,-9.4333,159.95,77.16,88,14,3.58,few clouds
436,Ust-Barguzin,RU,53.45,108.9833,45.32,61,0,2.95,clear sky
437,Davila,PH,18.4726,120.5763,81.54,79,95,6.91,overcast clouds
438,Sandwick,GB,60.0,-1.25,49.82,87,40,18.41,scattered clouds
439,Beni Mazar,EG,28.4962,30.8029,82.8,24,0,18.54,clear sky
440,Nong Phai,TH,15.9903,101.0618,77.49,88,96,3.02,overcast clouds
441,Kudahuvadhoo,MV,2.6708,72.8944,82.6,74,78,7.43,broken clouds
442,Rodez,FR,44.5,2.5833,56.03,71,0,10.36,clear sky
443,Burnie,AU,-41.0667,145.9167,55.94,88,100,9.93,overcast clouds
444,Svetlyy,RU,54.675,20.1347,48.96,88,30,4.65,scattered clouds
445,Katherine,AU,-14.4667,132.2667,62.92,55,82,5.75,broken clouds
446,Angoram,PG,-4.0625,144.0661,72.79,99,67,0.98,broken clouds
447,Hanmer Springs,NZ,-42.5167,172.8167,39.36,97,100,1.23,overcast clouds
448,Kahului,US,20.8947,-156.47,78.82,72,40,14.97,scattered clouds
449,Weihe,CN,32.9952,105.3247,59.83,97,100,4.54,overcast clouds
450,Jiwani,PK,25.05,61.7417,83.89,87,0,3.31,clear sky
451,Dingle,PH,10.9995,122.6711,78.17,87,98,2.68,overcast clouds
452,Maceio,BR,-9.6658,-35.7353,72.84,88,100,5.75,moderate rain
453,Ouricuri,BR,-7.8825,-40.0817,73.26,84,79,8.08,broken clouds
454,Oktyabrskiy,RU,54.4815,53.471,44.4,81,99,7.96,overcast clouds
455,Mpongwe,ZM,-13.5091,28.155,57.51,46,0,5.59,clear sky
456,Pasighat,IN,28.0667,95.3333,75.81,97,99,0.92,overcast clouds
457,Innisfail,AU,-17.5333,146.0333,67.5,92,24,4.38,few clouds
458,Qorveh,IR,35.1664,47.8045,54.41,46,0,8.23,clear sky
459,Asfi,MA,32.2994,-9.2372,65.77,75,43,20.22,scattered clouds
460,Larsnes,NO,62.2028,5.5773,53.01,77,100,10.11,overcast clouds
461,Waingapu,ID,-9.6567,120.2641,77.38,87,100,8.12,light rain
462,Bahia Blanca,AR,-38.7196,-62.2724,51.22,35,0,6.6,clear sky
463,Kastamonu,TR,41.5,33.6667,47.82,85,0,1.01,clear sky
464,Taoudenni,ML,22.6783,-3.9836,99.63,8,100,3.53,overcast clouds
465,Soure,BR,-0.7167,-48.5233,79.84,84,76,7.25,broken clouds
466,Pareora,NZ,-44.4871,171.2132,43.18,71,96,5.86,overcast clouds
467,Guisa,CU,20.255,-76.5386,81.3,73,74,5.53,broken clouds
468,Phangnga,TH,8.4509,98.5298,82.44,92,97,3.87,overcast clouds
469,Omboue,GA,-1.5746,9.2618,75.11,86,33,7.56,scattered clouds
470,Deloraine,AU,-41.5333,146.6667,43.36,95,100,1.79,overcast clouds
471,Mlonggo,ID,-6.5333,110.7,79.38,79,100,0.51,overcast clouds
472,Sao Domingos,BR,-13.3983,-46.3183,80.46,31,5,7.0,clear sky
473,Jieshi,CN,22.8134,115.8257,76.23,93,75,6.13,broken clouds
474,Fez,MA,34.0372,-4.9998,73.65,30,0,2.3,clear sky
475,Sulangan,PH,11.1373,123.7228,83.14,77,86,8.16,overcast clouds
476,Tototlan,MX,20.55,-102.8,91.54,11,56,6.26,broken clouds
477,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,69.94,31,55,3.18,broken clouds
478,Tahoua,NE,14.8888,5.2692,92.35,15,40,5.97,scattered clouds
479,Guerrero Negro,MX,27.9769,-114.0611,76.68,43,0,10.25,clear sky
480,Meulaboh,ID,4.1363,96.1285,77.18,86,89,4.03,overcast clouds
481,Hailar,CN,49.2,119.7,53.6,39,100,1.05,overcast clouds
482,Vestmannaeyjar,IS,63.4427,-20.2734,45.72,70,35,3.04,scattered clouds
483,Carroll,US,39.5501,-77.0164,72.09,50,94,5.99,overcast clouds
484,La Palma,US,33.8464,-118.0467,89.65,69,40,10.36,scattered clouds
485,Srednekolymsk,RU,67.45,153.6833,42.84,70,43,17.83,scattered clouds
486,Poya,NC,-21.35,165.15,71.06,82,5,1.07,clear sky
487,Jutai,BR,-5.1833,-68.9,89.01,51,81,5.17,broken clouds
488,Bol,TD,13.4586,14.7147,82.94,53,1,7.92,clear sky
489,Show Low,US,34.2542,-110.0298,77.07,12,0,13.8,clear sky
490,Port Blair,IN,11.6667,92.75,82.44,89,75,8.05,mist
491,Goure,NE,13.9835,10.2704,85.95,9,0,6.73,clear sky
492,San Vicente,AR,-26.6167,-54.1333,72.91,54,0,5.1,clear sky
493,Mehriz,IR,31.5917,54.4318,73.9,11,0,1.05,clear sky
494,Juchipila,MX,21.4167,-103.1167,93.56,7,0,1.74,clear sky
495,Raudeberg,NO,61.9875,5.1352,48.96,81,99,16.62,overcast clouds
496,Henties Bay,NA,-22.116,14.2845,59.25,81,0,7.78,clear sky
497,Navoi,UZ,40.0844,65.3792,80.08,26,70,16.11,broken clouds
498,Bentiu,SS,9.2333,29.8333,83.37,53,100,5.32,overcast clouds
499,Nurota,UZ,40.5614,65.6886,76.75,31,64,6.8,broken clouds
500,Namibe,AO,-15.1961,12.1522,67.08,77,0,8.37,clear sky
501,The Valley,AI,18.217,-63.0578,84.06,65,40,13.8,scattered clouds
502,Inyonga,TZ,-6.7167,32.0667,67.59,62,88,1.41,overcast clouds
503,Dana Point,US,33.467,-117.6981,81.97,79,34,3.0,scattered clouds
504,Andilamena,MG,-17.0167,48.5833,58.6,98,26,3.2,scattered clouds
505,Mordovo,RU,52.0834,40.77,44.94,75,100,3.31,overcast clouds
506,Shakhtinsk,KZ,49.71,72.5872,64.11,41,33,7.43,scattered clouds
507,Ixtapa,MX,20.7,-105.2,81.63,69,0,13.8,clear sky
508,Kolosovka,RU,56.4678,73.611,63.95,59,100,6.44,overcast clouds
509,Stavropol,RU,45.0428,41.9733,53.89,62,0,8.95,clear sky
510,Marrakesh,MA,31.6315,-8.0083,82.47,23,40,8.05,scattered clouds
511,Christchurch,NZ,-43.5333,172.6333,44.94,88,75,5.75,drizzle
512,Akcaabat,TR,41.0212,39.5715,58.87,72,0,5.75,clear sky
513,Umm Lajj,SA,25.0213,37.2685,80.51,58,0,4.9,clear sky
514,Bonavista,CA,48.6499,-53.1147,44.58,65,74,15.3,broken clouds
515,Kysyl-Syr,RU,63.8986,122.7617,38.1,78,100,9.75,overcast clouds
516,Pokosnoye,RU,55.5258,101.0536,54.14,56,4,4.34,clear sky
517,Kununurra,AU,-15.7667,128.7333,64.38,88,79,0.0,broken clouds
518,Luau,AO,-10.7073,22.2247,61.86,46,92,3.62,overcast clouds
519,Bonthe,SL,7.5264,-12.505,75.94,89,100,7.29,moderate rain
520,Kungurtug,RU,50.5994,97.5228,56.39,55,81,3.22,broken clouds
521,Mikhaylovka,RU,50.06,43.2379,51.78,74,95,4.38,overcast clouds
522,Mount Abu,IN,24.6,72.7,72.77,59,0,6.87,clear sky
523,Samarai,PG,-10.6167,150.6667,79.05,80,45,8.12,scattered clouds
524,Eravur,LK,7.7733,81.6095,79.36,82,100,3.78,overcast clouds
525,Nosy Varika,MG,-20.5833,48.5333,69.96,91,10,6.31,clear sky
526,Calmar,CA,53.2668,-113.8187,68.56,36,75,10.36,broken clouds
527,Tete,MZ,-16.1564,33.5867,66.29,77,20,2.3,few clouds
528,Saint-Leu,RE,-21.15,55.2833,68.86,77,8,2.01,clear sky
529,Gunjur,GM,13.2019,-16.7339,75.27,78,0,9.22,clear sky
530,Flin Flon,CA,54.7682,-101.865,66.04,39,20,8.05,few clouds
531,Sydney,AU,-33.8679,151.2073,55.38,84,0,6.91,light rain
532,Talaya,RU,61.3833,152.75,36.99,99,100,3.18,light rain
533,Sikonge,TZ,-5.6333,32.7667,70.7,64,100,2.28,light rain
534,Tuy Hoa,VN,13.0833,109.3,77.77,88,99,5.5,overcast clouds
535,Trairi,BR,-3.2778,-39.2689,79.3,85,45,5.82,scattered clouds
536,Sadiqabad,PK,28.3062,70.1307,93.43,32,0,16.06,clear sky
537,Jining,CN,35.405,116.5814,57.18,38,73,0.83,broken clouds
538,Mingyue,CN,43.1069,128.9217,50.2,98,100,1.54,light rain
539,Labuan,MY,5.2767,115.2417,80.96,89,20,2.3,few clouds
540,Xacmaz,AZ,41.4635,48.806,53.17,75,9,5.21,clear sky
541,Nyurba,RU,63.2842,118.3319,33.62,82,20,3.87,few clouds
542,Quijingue,BR,-10.7525,-39.2092,70.68,92,49,8.79,scattered clouds
543,Marsh Harbour,BS,26.5412,-77.0636,79.27,67,56,15.52,broken clouds
544,Sillamae,EE,59.3997,27.7547,55.33,63,98,0.83,overcast clouds
545,Moerai,PF,-22.4333,-151.3333,76.69,63,20,1.3,few clouds
546,Tukrah,LY,32.5341,20.5791,76.24,35,0,9.08,clear sky
547,Shahjahanpur,IN,27.8833,79.9167,84.99,29,0,4.85,clear sky
548,Zhangjiakou,CN,40.81,114.8794,57.79,25,0,4.63,clear sky
549,Lermontovka,RU,47.1453,134.3383,52.68,94,99,2.51,overcast clouds
550,Mitsamiouli,KM,-11.3847,43.2844,80.13,72,37,6.85,scattered clouds
551,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,85.42,45,45,4.83,scattered clouds
552,Kapuskasing,CA,49.4169,-82.4331,68.09,32,100,2.3,overcast clouds
553,Vilhena,BR,-12.7406,-60.1458,86.22,48,40,10.36,scattered clouds
554,Tongliao,CN,43.6125,122.2653,52.95,78,100,15.12,overcast clouds
555,Ginda,IN,30.6945,78.4932,57.13,59,3,5.39,clear sky
556,Mao,ES,39.8885,4.2658,61.36,72,20,5.75,few clouds
557,Ahipara,NZ,-35.1667,173.1667,58.57,65,100,4.41,overcast clouds
558,Malazgirt,TR,39.1427,42.5401,42.96,72,1,2.26,clear sky
559,Leh,IN,34.1667,77.5833,48.94,51,88,3.2,overcast clouds
560,Mattru,SL,7.6244,-11.8332,72.46,99,100,4.79,moderate rain
561,Boyabat,TR,41.4689,34.7667,53.74,89,0,0.78,clear sky
562,Kitui,KE,-1.367,38.0106,63.72,91,86,6.24,overcast clouds
563,Watsa,CD,3.0372,29.5355,63.03,89,100,0.76,overcast clouds
564,Porangatu,BR,-13.4408,-49.1486,77.49,35,8,3.76,clear sky
565,Gabane,BW,-24.6667,25.7822,50.83,36,0,3.44,clear sky
566,De Aar,ZA,-30.6497,24.0123,55.02,38,0,4.7,clear sky
567,Lasa,IT,46.6166,10.7002,59.88,91,71,2.91,broken clouds
568,Gilbues,BR,-9.8317,-45.3439,81.18,37,26,3.8,scattered clouds
569,Smithers,CA,54.7804,-127.1743,55.72,54,75,0.0,broken clouds
570,Pisco,PE,-13.7,-76.2167,68.05,68,0,6.91,clear sky
571,San Rafael,AR,-34.6177,-68.3301,43.75,78,100,9.42,overcast clouds
572,Vao,NC,-22.6667,167.4833,74.46,75,3,5.28,clear sky
573,Falun,SE,60.6036,15.626,54.01,80,8,5.68,clear sky
574,Claremont,US,34.0967,-117.7198,100.67,45,0,17.27,clear sky
575,Taltal,CL,-25.4,-70.4833,64.9,64,50,1.32,scattered clouds
576,Gat,IL,31.61,34.7642,77.4,70,0,5.86,clear sky
577,Santiago Del Estero,AR,-27.7951,-64.2615,77.97,48,39,12.97,scattered clouds
578,Sayville,US,40.7359,-73.0821,69.3,58,75,12.66,broken clouds
579,Suoyarvi,RU,62.0833,32.35,41.41,85,100,3.96,overcast clouds
580,Ajdabiya,LY,30.7554,20.2263,83.53,15,0,9.57,clear sky
581,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.55,60,4,1.81,clear sky
582,Dharmavaram,IN,14.4333,77.7167,86.32,54,90,13.22,overcast clouds
583,Salaga,GH,8.5508,-0.5188,77.9,81,53,5.66,moderate rain
584,Pereslavl-Zalesskiy,RU,56.7393,38.8563,41.9,87,98,6.2,overcast clouds
585,Seymchan,RU,62.8833,152.4333,46.11,72,100,4.79,overcast clouds
586,Antalaha,MG,-14.9003,50.2788,70.11,89,3,5.39,clear sky
587,Wamba,NG,8.9333,8.6,77.04,74,48,1.45,light rain
588,Hofn,IS,64.2539,-15.2082,43.7,85,97,3.44,overcast clouds
589,Saint George,US,37.1041,-113.5841,92.43,11,0,4.0,clear sky
590,Ulaanbaatar,MN,47.9077,106.8832,37.53,52,0,2.24,clear sky
591,Gari,RU,59.4307,62.3497,56.53,95,100,7.52,overcast clouds
592,Skibotn,NO,69.3913,20.2679,51.03,72,9,14.54,clear sky
593,Waipawa,NZ,-41.4122,175.5153,45.09,75,99,9.95,overcast clouds
594,Brigantine,US,39.4101,-74.3646,66.2,56,0,16.11,clear sky
595,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,20,18.41,few clouds
596,Greensburg,US,40.3015,-79.5389,77.0,61,20,14.97,few clouds
597,Papetoai,PF,-17.4961,-149.8729,81.99,68,4,9.6,clear sky
598,Tomatlan,MX,19.9333,-105.25,91.92,38,0,13.6,clear sky
599,Lydenburg,ZA,-25.0978,30.4597,54.39,46,0,2.42,clear sky
600,Bilma,NE,18.6853,12.9164,91.9,9,0,6.49,clear sky
601,Bow Island,CA,49.8668,-111.3684,70.81,28,99,8.05,overcast clouds
602,Havelock,US,34.8791,-76.9013,73.38,78,100,13.8,overcast clouds
603,New Ulm,US,44.3125,-94.4605,52.43,90,100,11.5,overcast clouds
604,Zhigansk,RU,66.7697,123.3711,31.96,82,38,22.82,scattered clouds
605,Wattegama,LK,6.7989,81.4808,75.43,87,100,6.62,overcast clouds
606,Andenes,NO,69.3143,16.1194,57.18,62,75,6.91,broken clouds
607,Kunstat,CZ,49.5065,16.5172,54.05,97,7,3.38,clear sky
608,Santa Cruz,BO,-17.8,-63.1667,86.05,54,40,19.57,scattered clouds
609,Izumo,JP,35.3667,132.7667,64.35,92,100,4.54,light rain
610,Jabinyanah,TN,35.035,10.9081,84.0,48,42,10.65,scattered clouds
611,Ekibastuz,KZ,51.6667,75.3667,65.48,38,100,6.82,overcast clouds
612,Eyl,SO,7.9803,49.8164,80.22,78,48,21.9,scattered clouds
613,Guiyang,CN,26.5833,106.7167,70.29,94,100,2.24,overcast clouds
614,Chernyshevskiy,RU,63.0128,112.4714,35.83,69,62,8.59,broken clouds
615,Loandjili,CG,-4.7561,11.8578,74.57,90,7,5.46,clear sky
616,Aripuana,BR,-9.1667,-60.6333,82.85,61,100,1.23,overcast clouds
617,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,51,20,18.41,few clouds
618,Gordeyevka,RU,52.9569,31.9703,52.5,81,100,7.07,overcast clouds
619,Coruripe,BR,-10.1256,-36.1756,76.19,87,100,14.45,light rain
620,Teruel,ES,40.6667,-0.6667,41.31,79,11,9.4,few clouds
621,Xining,CN,36.6167,101.7667,54.77,79,100,1.43,light rain
622,Northam,GB,51.0333,-4.2167,56.39,91,2,16.73,clear sky
623,Hami,CN,42.8,93.45,78.53,12,100,7.23,overcast clouds
624,Kijang,KR,35.2442,129.2139,67.73,74,100,5.99,overcast clouds
625,San Francisco,US,37.7749,-122.4194,100.51,60,40,18.99,scattered clouds
626,Grindavik,IS,63.8424,-22.4338,48.15,81,40,6.91,scattered clouds
627,Lobito,AO,-12.3481,13.5456,71.26,81,0,3.44,clear sky
628,Pochutla,MX,15.7432,-96.4661,86.83,63,100,5.46,overcast clouds
629,Nhlangano,SZ,-27.1167,31.2,53.46,59,0,5.55,clear sky
630,Zafarwal,PK,32.3463,74.8999,83.43,36,0,4.43,clear sky
631,San Pedro Ayampuc,GT,14.7867,-90.4511,76.84,63,90,5.99,overcast clouds
632,Wufeng,CN,27.45,104.8333,58.44,99,100,3.6,overcast clouds
633,Laguna,US,38.421,-121.4238,100.69,21,0,6.91,clear sky
634,Leshukonskoye,RU,64.8989,45.7622,44.83,92,100,8.55,overcast clouds
635,Obertyn,UA,48.7003,25.1701,58.84,96,90,16.62,light rain
636,Thunder Bay,CA,48.4001,-89.3168,48.18,76,100,9.22,overcast clouds
637,Kambove,CD,-10.8764,26.5969,57.02,52,38,3.69,scattered clouds
638,Hvide Sande,DK,56.0045,8.1294,53.1,92,100,24.76,moderate rain
639,Tocopilla,CL,-22.092,-70.1979,67.78,67,68,7.29,broken clouds
640,Wewak,PG,-3.5534,143.6268,79.59,82,100,3.18,overcast clouds
641,Nenagh,IE,52.8619,-8.1967,54.93,87,74,10.8,broken clouds
642,Sakaiminato,JP,35.55,133.2333,64.38,88,75,3.44,light rain
643,Douglas,US,41.3,-96.167,53.6,95,100,16.11,moderate rain
644,Kargasok,RU,59.0556,80.8572,55.02,70,92,8.1,overcast clouds
645,Fare,PF,-16.7,-151.0167,80.71,67,1,11.81,clear sky
646,Port Hardy,CA,50.6996,-127.4199,59.18,55,75,12.66,broken clouds
647,Merauke,ID,-8.4667,140.3333,77.0,88,47,8.59,scattered clouds
648,Price,US,39.5994,-110.8107,75.11,14,0,3.44,clear sky
649,Taulov,DK,55.5458,9.6155,54.03,82,84,17.27,broken clouds
650,Rudbar,AF,30.15,62.6,91.04,9,15,5.75,few clouds
651,Madang,PG,-5.2246,145.7966,75.97,91,65,3.36,broken clouds
652,Svay Rieng,KH,11.0879,105.7993,79.02,85,100,7.16,overcast clouds
653,Yulara,AU,-25.2406,130.9889,55.0,68,2,6.55,clear sky
654,Pontivy,FR,48.0,-3.0,59.05,89,77,7.07,broken clouds
655,Kerewan,GM,13.4898,-16.0888,77.9,62,85,13.96,overcast clouds
656,Te Anau,NZ,-45.4167,167.7167,35.94,91,14,1.77,few clouds
657,Carson City,US,39.1638,-119.7674,88.45,17,0,1.99,clear sky
658,Troitskoye,RU,52.9821,84.6757,59.41,71,43,6.85,scattered clouds
659,La Ronge,CA,55.1001,-105.2842,57.45,41,75,11.5,broken clouds
660,Guildford,GB,51.2354,-0.5743,60.15,72,0,11.5,clear sky
661,Helden,DE,51.115,7.9519,60.66,60,100,8.95,overcast clouds
662,Sao Jose De Mipibu,BR,-6.0747,-35.2378,80.47,83,75,8.05,broken clouds
663,Ust-Nera,RU,64.5667,143.2,41.63,77,100,6.49,overcast clouds
664,Sinnamary,GF,5.3833,-52.95,80.94,79,16,9.26,few clouds
665,Usinsk,RU,65.9939,57.5281,54.55,72,100,21.88,overcast clouds
666,Wanning,CN,18.8003,110.3967,77.38,93,100,3.62,overcast clouds
667,Yerbogachen,RU,61.2767,108.0108,44.92,72,100,10.09,overcast clouds
668,Mehamn,NO,71.0357,27.8492,49.95,53,0,16.11,clear sky
669,Batagay,RU,67.6333,134.6333,34.61,79,100,10.42,light snow
670,Tabou,CI,4.423,-7.3528,78.31,82,65,6.58,light rain
671,Staroshcherbinovskaya,RU,46.6311,38.6742,57.99,72,97,7.99,overcast clouds
672,Marzuq,YE,14.4,46.4667,76.21,41,7,2.21,clear sky
673,Hede,CN,33.7681,120.2517,59.36,76,100,4.99,overcast clouds
674,Luwuk,ID,-0.9516,122.7875,77.86,90,98,5.26,overcast clouds
675,Muncar,ID,-8.4333,114.3333,76.64,92,97,3.18,overcast clouds
676,Bac Lieu,VN,9.285,105.7244,81.5,80,100,12.03,overcast clouds
677,Tilichiki,RU,60.4667,166.1,37.38,82,100,4.92,overcast clouds
678,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.83,76,67,3.6,broken clouds
679,Kochki,RU,54.3358,80.4806,58.37,63,5,9.57,clear sky
680,Manaring,PH,17.1729,121.9025,75.69,94,100,2.33,overcast clouds
681,Nhulunbuy,AU,-12.2333,136.7667,68.61,94,100,0.0,overcast clouds
682,Vila Velha,BR,-20.3297,-40.2925,78.75,76,20,5.75,few clouds
683,Kidal,ML,18.4411,1.4078,88.95,31,94,14.58,overcast clouds
684,Salina Cruz,MX,16.1667,-95.2,87.67,60,100,10.94,overcast clouds
685,Moulins,FR,46.5,3.3333,52.52,80,40,2.59,scattered clouds
686,Ciudad Bolivar,VE,8.1222,-63.5497,89.47,50,76,12.37,broken clouds
687,Quelimane,MZ,-17.8786,36.8883,71.55,73,0,0.0,clear sky
688,Sibu,MY,2.3,111.8167,77.31,94,40,5.99,moderate rain
689,Khipro,PK,25.8285,69.3772,84.7,65,0,17.52,clear sky
690,Darhan,MN,49.4867,105.9228,57.87,39,94,6.4,overcast clouds
